,Word,Valence,Arousal,Dominance
4345,expensive,3.36,6.1,6.21
4346,experience,6.89,3.71,6.94
4347,experiment,6.05,4.86,5.7
4348,experimental,5.65,5.57,4.62
4349,experimentation,6,5.52,5.48
4350,expert,6.74,4.05,6.91
4351,expertise,6.1,5.95,6.73
4352,expiration,3.45,4.29,3.72
4353,expire,3.16,4,3.8
4354,explain,5.41,4,6.22
4355,explanation,6.38,4.05,6.14
4356,explicit,4.82,5.23,4.18
4357,explode,4.38,5.32,2.96
4358,exploit,3.65,5.24,4.16
4359,exploitation,2.89,6.1,5
4360,exploration,6.71,5,5.36
4361,exploratory,5.95,4.29,5.88
4362,explore,7,4.05,6.52
4363,explorer,5.9,5.24,6.43
4364,explosion,3.17,6.35,3.62
4365,explosive,4.14,6.62,3.32
4366,expo,6.26,4.43,5.11
4367,export,4.79,3.45,5.54
4368,expose,4.14,5.89,4.24
4369,exposition,5.43,4.3,5.4
4370,exposure,4.81,5.45,5.08
4371,express,5.53,4.79,6.57
4372,expression,6.15,4.33,6.88
4373,expressive,5.95,5.5,7.39
4374,expressway,4.55,4.06,4.59
4375,expulsion,2.52,4.65,3.58
4376,exquisite,7.53,4.59,6.55
4377,extend,5.86,3.62,6
4378,extension,5,4.15,6.08
4379,extensive,5.25,4.75,5.71
4380,extent,5.57,3.68,5
4381,exterior,5.55,3.39,5.91
4382,exterminate,3.19,6.04,4.23
4383,extermination,3.65,5.5,4.95
4384,exterminator,3.19,5.13,4.62
4385,external,5.37,3,5.5
4386,extinct,2.74,4.55,3.42
4387,extinction,3.1,5,3.04
4388,extinguish,4.65,4.91,5.47
4389,extinguisher,4.76,4.43,5.95
4390,extort,3.19,4.48,3.48
4391,extortion,2.15,4.56,3.05
4392,extra,6.39,2.9,5.72
4393,extract,5.15,3.45,6.18
4394,extraction,3.86,5.2,5.62
4395,extracurricular,6.1,4.33,6.77
4396,extradition,3.68,3.45,4.17
4397,extraordinaire,6.84,5.88,6.55
4398,extraordinary,7.45,4.22,6.85
4399,extraterrestrial,5.6,5.86,4.38
4400,extravagance,5.74,5.4,5.79
4401,extravagant,6.32,5.25,5.59
4402,extravaganza,6.89,5.52,5.83
4403,extreme,5.65,6.18,5.88
4404,extremity,4.64,4.86,5.64
4405,eye,6.18,3.95,5.72
4406,eyeball,5.67,3.86,5.19
4407,eyebrow,5.26,2.91,5.33
4408,eyeful,5.29,5.15,5.4
4409,eyeglasses,5.09,3.39,5.68
4410,eyelash,5.45,2.61,5.05
4411,eyeliner,6.42,3.67,5.46
4412,eyes,6.57,3.18,5.94
4413,eyesight,6.14,3.52,6.28
4414,eyewitness,4.47,4.73,5.5
4415,fable,5.75,4.09,5.9
4416,fabled,5.79,4.61,4.74
4417,fabric,6.05,2.4,5.8
4418,fabrication,4,4.11,5.8
4419,fabulous,7.84,5.15,7.25
4420,facade,4.63,3.62,4.91
4421,face,6.36,4.59,5.96
4422,faceless,2.58,4.1,3.91
4423,facial,6.24,4.55,6.09
4424,facilitate,4.63,3.62,6.58
4425,facility,5.33,4,5.03
4426,fact,6.23,3.29,6
4427,faction,5.11,4.1,4.52
4428,factor,4.9,3.6,4.68
4429,factory,4.95,3,5.09
4430,factual,5.89,3.18,7.13
4431,faculty,5.63,4.86,4.87
4432,fad,4.55,3.83,4.71
4433,fade,4.65,3.2,4.63
4434,fag,2.05,5.32,3.09
4435,faggot,2.32,5.68,3.63
4436,fail,2.33,5.5,4.74
4437,failure,2.15,5,5.04
4438,faint,4,3.74,3.5
4439,fair,7.14,3.29,6.12
4440,fairness,7.48,4.54,6.45
4441,fairway,4.81,3.38,5.76
4442,fairy,6.71,5.04,6.38
4443,faith,6.44,3.4,5.5
4444,faithful,7.95,4.48,7.29
4445,faithless,3.57,4.1,4.57
4446,fake,2.62,5.15,4.47
4447,faker,2.76,3.96,4.33
4448,falafel,5.52,3.68,4.76
4449,falcon,5.5,5,5.29
4450,fall,3.89,4.24,3.83
4451,fallacy,4,4,3.96
4452,fallback,4.81,3.72,4.94
4453,fallopian,4.59,3.61,5.37
4454,fallout,2.84,4.55,3.45
4455,fallow,4.43,3.48,5.21
4456,FALSE,3.27,5.23,4.7
4457,fame,5.45,4.63,6.27
4458,famed,5.33,3.9,4.71
4459,familiar,6.19,2.5,7.21
4460,familiarity,6.8,2.67,6.62
4461,family,7.25,4.35,5.98
4462,famine,2.95,6.1,3.09
4463,famished,4.47,6.43,4.3
4464,famous,5.89,4.2,5.4
4465,fan,6.81,3.7,6.05
4466,fanatic,4.67,6.17,4.31
4467,fanatical,3.86,5.87,3.83
4468,fanciful,7.05,4.81,6.76
4469,fancy,7.43,5.42,7.16
4470,fanfare,5.3,4.91,6
4471,fang,4.62,4.12,5.55
4472,fantasize,7,5,6.65
4473,fantastic,8.36,6.4,7.21
4474,fantasy,7.15,6.18,6.35
4475,faraway,4.7,3.44,5.08
4476,farce,4.33,3.96,3.68
4477,fare,4.86,2.3,4
4478,farewell,3.43,4.2,4.67
4479,farm,6.22,3.05,6.08
4480,farmer,6.14,3.67,6.1
4481,farmhouse,5.81,3.5,4.77
4482,farming,5.47,3.25,5.83
4483,farmland,6.58,3.14,5.67
4484,fart,4.05,4.74,3.69
4485,fascinate,7,6.1,6.32
4486,fascinating,7.37,5.14,6.17
4487,fascination,7.25,5.08,6
4488,fascism,2.5,5.1,3.05
4489,fascist,3.1,4.74,3.88
4490,fashion,5.26,5.25,5.6
4491,fashionable,7.33,4.05,5.68
4492,fastball,5.7,6.1,5.42
4493,fasten,5.63,4,7.14
4494,fat,2.74,3.89,4
4495,fatal,2,6.79,3.54
4496,fatality,2.85,6.05,3.69
4497,fate,5.38,5.2,5.53
4498,fated,4.43,3.85,2.55
4499,fateful,5,4.5,4.8
4500,fathead,3.47,5,4.32
4501,father,6.88,3.68,5.19
4502,fatherhood,6.77,4.57,5.61
4503,fatherland,5.1,3.57,5.56
4504,fatherly,6.53,3.54,6.61
4505,fathom,5.21,4.71,4.3
4506,fatigue,3.64,3.26,4.05
4507,fatigued,2.89,3.78,4.33
4508,fatso,2.68,5.33,4
4509,fatten,3.89,3.39,4.65
4510,fatty,2.38,3.35,3.5
4511,faucet,5.55,3.53,6.31
4512,fault,3.53,4.02,4.02
4513,faulty,3.48,4.68,4.42
4514,faun,5.1,4.18,5.47
4515,fauna,6.05,3.25,6
4516,faux,4.25,3.57,4.52
4517,favor,6.67,4.61,6.24
4518,favorable,6.9,4.59,6.78
4519,favorite,7.39,4.4,7
4520,favoritism,4.81,5.15,4.83
4521,fawn,6.15,3.92,5.73
4522,fax,5.24,3.37,5.67
4523,faze,4.82,3.91,5.45
4524,fear,2.93,6.14,3.32
4525,fearful,2.66,5.45,3.12
4526,fearless,5.81,4.05,6.93
4527,fearsome,3.32,5.45,3.58
4528,feasible,5.84,4.2,6.79
4529,feast,7.57,5.26,6.21
4530,feat,6,4,6.19
4531,feather,6.3,3.29,5.97
4532,feathered,6.29,3.36,5.84
4533,feature,5.6,3.91,6.26
4534,fecal,2.4,4.52,4.2
4535,feces,2.23,4.35,4.53
4536,federal,3.06,4.45,2.76
4537,federation,4.68,3.55,5.35
4538,fee,2.86,4.08,4.12
4539,feeble,3.87,3.68,3.53
4540,feed,6.95,4.55,6.79
4541,feedback,5.91,4.17,5.58
4542,feeder,5.18,4.22,4.95
4543,feel,6.27,4.05,5.5
4544,feeling,6.5,3.86,6.5
4545,feign,4.45,3.72,5.05
4546,feisty,5.76,6.3,6.11
4547,feline,6.86,3.58,5.86
4548,feller,4.82,3.14,4.5
4549,fellow,6.28,3.05,6
4550,fellowship,6.43,2.91,5.94
4551,felon,2.2,4.95,3.36
4552,felony,2.42,4.95,4.31
4553,female,7.52,5.9,6.42
4554,feminine,7.33,4.32,5.09
4555,femininity,6.25,4.48,5.86
4556,feminist,4.26,3.89,5.12
4557,femme,6.17,4.4,4.84
4558,femoral,4.5,4.28,4.52
4559,femur,4.55,3.06,5.25
4560,fence,5.05,2.7,5.2
4561,fencing,5.17,3.86,5.9
4562,fend,4.82,4.74,5.86
4563,fender,5.11,3.25,5.06
4564,fennel,5.35,3.59,6.29
4565,fern,6.52,3.15,4.67
4566,ferocious,3.21,6.67,3.96
4567,ferret,4.89,4.11,4.25
4568,ferry,6.3,2.71,5.43
4569,ferryboat,5.86,4.1,5.28
4570,fertile,7,5.41,4.92
4571,fertility,5.85,4.72,4.55
4572,fertilize,5.45,4.27,6.52
4573,fertilizer,4.45,3.45,5.63
4574,fess,3.57,3.43,5
4575,fest,6.57,4.78,5.23
4576,festival,6.84,5.86,5.6
4577,festive,7.14,5.67,6.55
4578,fetal,3.95,4.36,4.17
4579,fetch,5.32,4.05,5.6
4580,fetish,5,4.67,4.8
4581,fetus,4.74,4.24,4.6
4582,feud,4.04,5.1,4.25
4583,fever,2.92,5.02,3.12
4584,feverish,3.09,5.35,3.79
4585,fiancee,7.14,5.04,6.05
4586,fiasco,4.05,5.28,3
4587,fib,3.15,5.6,4.68
4588,fiber,5.42,3.58,5.36
4589,fiberglass,4.37,2.59,4.61
4590,fibrosis,3.26,4.1,4.87
4591,fickle,4.75,5.25,4.46
4592,fiction,6.47,4.7,6.45
4593,fictional,5.95,3.61,5.89
4594,fictitious,5.85,4.38,4.64
4595,fiddle,5.05,4.05,4.85
4596,fiddler,5.62,3.87,5.94
4597,fidelity,6.7,3.83,6.68
4598,field,5.73,3.84,5.74
4599,field hockey,4.86,3.5,5.41
4600,fielder,4.72,4.19,5.22
4601,fiend,3.77,5.18,3.9
4602,fiendish,3.95,4.72,3.89
4603,fierce,4,5.7,5.7
4604,fiery,5.7,5.64,5.89
4605,fiesta,6.72,6.22,5.29
4606,fifteen,4.94,3.65,4.76
4607,fifty,4.74,3.45,5.9
4608,fig,5.23,4.22,6.05
4609,fight,3.54,6.33,4.68
4610,fighter,5.1,5.3,6.42
4611,figment,5,4.35,5
4612,figure,5.09,3.67,5.39
4613,file,5.44,3.4,4.61
4614,filet,6.14,3.18,5.14
4615,fill,5.56,3.35,6.78
4616,filler,4.9,3.89,5.85
4617,fillet,6.7,4.62,5.35
4618,filly,5.05,2.92,4.47
4619,film,6.33,4.1,6.17
4620,filmmaker,5.48,3.96,5.72
4621,filter,5.5,3.62,5.62
4622,filth,2.62,4.09,4.07
4623,filthy,3.42,4.65,4.46
4624,filtration,5.55,4.17,5.71
4625,fin,5.27,4.45,5.45
4626,final,4.56,4.4,3.94
4627,finale,5.26,4.27,5.65
4628,finalist,6.24,3.3,5.78
4629,finality,4.43,4.18,4.52
4630,finalize,5.6,4.85,5.78
4631,finance,4.81,5.6,4.57
4632,financial,5,4.55,4.82
4633,finch,4.74,3.52,5
4634,find,6.45,3.52,6.24
4635,finder,5.77,4.35,5.79
4636,fine,6.5,3.86,5.78
4637,finesse,6,3.86,6.58
4638,finger,5.8,4.15,5.32
4639,fingernail,5.57,3.5,4.73
4640,fingerprint,5.25,3.29,4.56
4641,finish,6.41,3.81,6.44
4642,finite,5.68,4.43,4.79
4643,fir,5,3,5.5
4644,fire,4.32,6.05,4.57
4645,firearm,4,4.54,5.89
4646,fireball,3.71,6.13,4.19
4647,firecracker,5.7,6.67,4.64
4648,firefight,4.32,5.5,5
4649,firefighter,6.6,4.94,5.14
4650,firefly,7.05,4.85,5.27
4651,firehouse,5.16,4.73,4.58
4652,firelight,6.38,3.58,5.55
4653,fireman,6.47,4.52,5
4654,fireplace,5.95,5.2,5.56
4655,firepower,5.84,5.91,6.26
4656,fireside,6,4,5.64
4657,firewall,4.43,4.91,4.76
4658,firewood,6.09,4.58,5.95
4659,fireworks,6.8,6.05,5.61
4660,firm,5.36,4.3,6.58
4661,firmament,5.1,3.65,5
4662,first,7.33,4.9,6.38
4663,firstborn,6.65,5.65,5.24
4664,fiscal,4.15,4.05,5.23
4665,fish,6.42,3.33,6.08
4666,fisherman,5.42,4.06,5.47
4667,fishing,7.05,3.6,6.33
4668,fishing boat,6.21,3.14,5.4
4669,fishy,4.2,3.11,3.59
4670,fissure,4.3,4.18,4.59
4671,fist,2.95,4.85,4.95
4672,fistfight,4,6.23,4.43
4673,fistful,5.4,4.1,4.76
4674,fit,6.28,4.35,6.11
4675,fitness,6.45,5.32,6.96
4676,five,5.4,3.55,5.65
4677,fiver,5.24,4.87,4.3
4678,fix,6.11,3.6,6.72
4679,fixable,6.84,3.48,6.52
4680,fixation,4.11,4.11,3.73
4681,fixer,6.39,2.67,6.7
4682,fixture,5.05,2.9,5.5
4683,fizz,5.38,4.57,5.94
4684,fjord,5.53,3.19,4.2
4685,flabby,3.39,3.39,4.81
4686,flaccid,3.55,3.14,4.84
4687,flag,6.1,3.74,5.56
4688,flagpole,5.11,3.19,5.05
4689,flagrant,4,4.91,4.63
4690,flagship,5.45,3.57,5.12
4691,flagstaff,5.5,3.9,4.97
4692,flair,5.89,4.32,6.09
4693,flak,4.55,4.64,5.29
4694,flake,4.58,3.48,4.11
4695,flaky,3.58,3.5,3.65
4696,flamboyant,5,5.52,5.15
4697,flame,5.9,6.6,4.64
4698,flamethrower,5.27,6,4.59
4699,flaming,4.64,5.95,4.67
4700,flamingo,6.74,4.59,6.19
4701,flammable,4.25,5.95,4.54
4702,flan,5.86,3.19,6.23
4703,flank,4.95,3.91,5.58
4704,flannel,5.55,2.32,4.68
4705,flap,5.74,3.45,4.58
4706,flare,5.4,4.86,5.84
4707,flares,4.57,5.18,5
4708,flash,5.53,5.38,4.94
4709,flashback,5,4.71,4.18
4710,flashlight,6,4.04,6.06
4711,flashy,4.85,5.77,5.78
4712,flask,5.5,4.24,5.17
4713,flat,4.43,3.04,4
4714,flatbed,4.86,3.38,5.43
4715,flatfoot,4.33,3.1,4.32
4716,flatten,5.24,3.52,5.53
4717,flatter,6.1,4.61,6
4718,flattered,6.32,5.14,5.95
4719,flattering,7.14,4.92,6.36
4720,flattery,5.74,5.1,5.91
4721,flatulence,3.79,5.95,4.35
4722,flaunt,4.39,4.15,5.17
4723,flavor,6.45,4.41,6.95
4724,flaw,4.1,3.84,4.21
4725,flawed,3.74,4.18,5.11
4726,flawless,7.05,4.05,6.55
4727,flea,3,3,4.42
4728,fleabag,3.4,4.35,4.32
4729,flee,3.84,4.95,5
4730,fleece,5.79,3.71,5.64
4731,fleet,5.4,4.43,6.24
4732,flesh,5.2,4.11,5.29
4733,fleshy,4.89,5.3,3.95
4734,flex,5.32,4.8,6.04
4735,flexibility,6.9,4.5,6.73
4736,flexible,6.74,4.45,6.68
4737,flick,5.41,4.31,6.46
4738,flicker,5.5,5.15,5.38
4739,flier,4.19,4.43,4.85
4740,flight,6.11,4.2,5.33
4741,flighty,4.9,4.88,4.32
4742,flimsy,4,3.77,4.2
4743,flinch,4,5.28,4.12
4744,fling,5.68,4.95,6.1
4745,flip,5.6,4.62,5.32
4746,flip flop,4.76,4.04,5.1
4747,flipper,5.84,3.05,5.15
4748,flipping,5.33,3.95,5
4749,flirt,6.73,5.93,5.8
4750,flirtation,5.78,6.29,5.78
4751,flirty,6.52,5.91,5.56
4752,float,6.42,3.1,5.91
4753,floater,4.2,3.06,4.33
4754,flock,5.25,3.48,5.38
4755,flood,2.76,5.31,3.16
4756,floor,5.14,3.33,6.39
4757,flooring,5.32,3,6
4758,floozy,3.95,4.89,4.38
4759,flop,3.95,3.41,4.79
4760,floppy,4.61,4.45,4.65
4761,floral,7.42,2.73,5.15
4762,florist,6.55,3.19,5.82
4763,floss,5,3.48,5.69
4764,flotation,5.6,3.61,4.71
4765,flounder,5.32,4,4.32
4766,flour,5.25,3.26,5.86
4767,flourish,7.21,5.22,6.17
4768,flow,5.68,3.71,5.4
4769,flower,7.3,3.67,6.43
4770,flowery,7.47,3.81,5.57
4771,flu,2.58,4,2.8
4772,flue,4.45,2.86,4.32
4773,fluent,6.53,3.9,5.74
4774,fluff,6.18,3.54,6.12
4775,fluffy,7.11,3.45,6.11
4776,fluid,5.05,4.04,5.75
4777,fluke,4.3,4.94,3.58
4778,flunk,1.95,3.72,4.23
4779,flunky,2.89,3.15,4.95
4780,fluorescent,5.16,3.85,5.15
4781,flurry,5.68,4.18,5.25
4782,flush,4.67,4.35,5.62
4783,flute,6.29,3.72,5.84
4784,flutter,5.7,4.86,5.37
4785,flux,4.17,4.18,4.79
4786,fly,6.06,4.9,5.28
4787,flyboy,4.7,4.33,4.97
4788,flyer,4.95,3.76,5.4
4789,foam,5.25,2.9,5.1
4790,focal,4.85,3.94,6.41
4791,focus,6.48,4.45,6.84
4792,foe,3.15,4.71,3.82
4793,fog,5.77,3.67,4.05
4794,foggy,4.65,3.68,4.21
4795,foil,4.57,3.7,5.04
4796,fold,5.19,3,6.67
4797,folder,5.7,2.33,5.42
4798,foliage,5.68,4.25,6.21
4799,folk,6.17,2.45,6
4800,folklore,6.32,4.1,4.85
4801,follow,4.82,3.76,4.81
4802,follower,4.86,3.4,4.58
4803,folly,4.11,4.56,3.65
4804,fond,6.79,3.26,6.42
4805,fondle,4.32,5.18,4.88
4806,fondness,7.68,3.55,6.82
4807,fondue,6,3.71,6.5
4808,font,5.09,3.38,6.45
4809,food,7.52,4.69,6.08
4810,fool,3.56,4.86,2.94
4811,foolhardy,3.86,5.05,4.71
4812,foolish,3,4.57,3.9
4813,foolishness,4.1,4.6,4.26
4814,foolproof,5.82,4.36,6
4815,foot,4.68,2.77,5.97
4816,foot stool,5.27,3.41,5.37
4817,footage,5.33,3.12,5.71
4818,football,6.52,5.65,5.42
4819,foothold,5.2,3.83,5.1
4820,footing,5.13,2.95,5.57
4821,footlocker,5.05,4.25,5.27
4822,footloose,6.05,4.62,5.38
4823,footprint,6,2.96,6.37
4824,footwear,6.43,4,5.18
4825,footwork,5.74,3.96,5.58
4826,forbid,2.82,4.85,4.48
4827,forbidding,3.82,5.05,3.57
4828,force,4.17,5.35,4.22
4829,forceful,3.7,5.36,5.53
4830,forceps,3.8,4.57,5.86
4831,forces,5.58,4.33,5.48
4832,ford,5.79,2.85,6
4833,fore,5.05,4.32,5.52
4834,forearm,5.58,3.75,6.35
4835,foreboding,3.53,5.3,3.48
4836,forecast,4.89,3.7,4.73
4837,foreclose,2,6,2.92
4838,foreclosure,1.75,5.9,3.08
4839,forefront,4.95,4.69,6.08
4840,forego,4.89,4.33,5.32
4841,foregone,5.06,3.32,4.16
4842,foreground,5.47,2.68,5.11
4843,forehead,5.04,3.14,6.5
4844,foreign,4.86,5.43,4.79
4845,foreigner,4.68,3.24,4.33
4846,foreman,4.89,3.55,5.08
4847,foremost,5.27,3.81,6.04
4848,forensic,4.42,5.06,4.75
4849,forensics,5.86,4.36,5.14
4850,foreplay,6.4,6.71,5.92
4851,foresee,5.67,3.64,6.05
4852,foresight,5.79,3.5,6.13
4853,forest,6.68,4.44,5.71
4854,forevermore,6.48,4.3,5
4855,forfeit,3.68,4.74,4.43
4856,forge,5,4.16,5.55
4857,forger,3.95,5.05,4.71
4858,forgery,2.6,4.86,3.4
4859,forget,3.73,4.43,3.5
4860,forgetful,3.59,4.45,4.45
4861,forgetfulness,3.8,4.55,4.19
4862,forgive,7.06,3.62,6.44
4863,forgiveness,6.86,4.04,6.26
4864,forgiving,6.74,3.95,6.45
4865,fork,5.47,3.35,6.02
4866,forklift,4.74,4.17,5
4867,forlorn,3.95,4.08,3.73
4868,form,5.64,3.85,6.47
4869,formal,5.37,4.48,5.61
4870,formaldehyde,2.9,3.85,3.59
4871,formality,4.9,3.45,5.68
4872,format,5.19,2.73,4.81
4873,formation,5.58,4,5
4874,formidable,5.52,3.96,5.56
4875,formula,5.3,3.61,4.73
4876,formulate,5.22,2.64,5.46
4877,fornicate,4.67,5.43,5.62
4878,fornication,5.95,6.65,6.59
4879,forsake,3.58,3.32,4.05
4880,forte,5.7,3.57,6.42
4881,forthcoming,5.1,4.09,6
4882,forthright,6.3,3.43,5.8
4883,fortitude,6.26,4.59,6.75
4884,fortnight,5.5,3.05,5.56
4885,fortress,4.82,3.77,6.55
4886,fortuitous,6.55,5.05,6.12
4887,fortunate,7.33,3.81,5.83
4888,fortune,7.24,5.8,6.68
4889,forty,5,3.32,5.89
4890,forum,5.05,4.47,5.48
4891,forwarding,5.23,3.73,6
4892,fossil,6,4.1,4.75
4893,foul,3,4.09,4.11
4894,foundation,5.86,2.41,6.41
4895,founder,5.45,3.95,5.69
4896,founding,5.42,2.75,5.36
4897,foundry,5.32,3.23,4.96
4898,fountain,6.26,3.1,5.9
4899,four,5.26,3.39,5.65
4900,foursome,4.14,5.17,5.29
4901,fourteen,5.42,3.62,5.32
4902,fowl,4.57,4.05,5.8
4903,fox,5.52,4.36,5.5
4904,foxhole,5.35,5,5.1
4905,foxtrot,5.83,5,5.54
4906,foxy,6,4.75,5.3
4907,foyer,5.95,3.55,5.54
4908,fraction,5.21,3.95,5.09
4909,fracture,3.62,5.27,4.2
4910,fragile,4.67,3.05,4
4911,fragment,4.59,3.55,4.8
4912,fragrance,6.67,4.72,6.56
4913,fragrant,7.05,4.85,6
4914,frail,3.55,2.65,3.04
4915,frame,5.32,4.04,5.78
4916,framework,5.74,3.11,5.77
4917,franc,5.21,3.71,5.12
4918,franchise,5,4.1,5.48
4919,frantic,3.79,5.39,3.59
4920,frat,4.29,3.64,4.63
4921,fraternity,4.89,4.64,5.41
4922,fraud,2.05,5.18,3.48
4923,fraught,2.94,4.32,4.05
4924,fray,4.26,4.5,4.12
4925,frayed,4.05,3.2,4.6
4926,freak,3.73,6.3,5.11
4927,freakish,3.71,5.12,4.86
4928,freaky,4.26,6.05,4.21
4929,freckle,5.53,3.36,4.43
4930,free,8.25,5.38,6.5
4931,freebie,7.3,6.1,6.05
4932,freedom,7.72,5.67,7.37
4933,freelance,6.05,4.2,6
4934,freelancer,5.89,4.05,5.96
4935,freeman,6.62,4.42,6.41
4936,freestyle,6.42,5.45,6.26
4937,freeway,5.32,4.67,4.96
4938,freeze,4.64,4,5.89
4939,freezer,5.32,2.7,5.12
4940,freezing,3.33,5.84,4.16
4941,freight,4.21,3.78,4.8
4942,freighter,4.83,3.7,5.16
4943,french horn,5.95,4.05,5.83
4944,frenzy,4.2,5.96,4
4945,frequency,5.19,4.87,5.62
4946,frequent,5.57,4.05,5.88
4947,fresh,6.67,2.35,6.28
4948,freshen,6.56,4.68,7.25
4949,freshener,5.71,4.17,6.19
4950,freshman,5.05,3.82,3.78
4951,freshness,7.43,4.1,6.29
4952,freshwater,7.29,2.82,5.76
4953,fret,3.73,5.89,4.24
4954,friar,5.2,3.26,5.62
4955,friction,4,5.05,4.24
4956,fridge,6.29,4.6,5.69
4957,fried,5.82,4.09,6.05
4958,friend,6.79,4.29,6.31
4959,friendless,3.15,4.18,4.63
4960,friendly,7.84,4.27,7.6
4961,friendship,7.76,5.2,6.95
4962,fright,3.26,5,3.95
4963,frighten,2.95,4.85,2.71
4964,frightened,2.45,5.61,3.05
4965,frightening,2.58,4.73,3.39
4966,frightful,2.95,5.2,3.55
4967,frigid,3.77,3.87,5.61
4968,fringe,5.16,4.52,4.48
4969,frisbee,6.35,3.33,6.14
4970,frisk,4.8,6.6,4.83
4971,frisky,6.57,6.05,6.23
4972,frivolous,4.65,4.22,4.27
4973,frock,4.67,4.48,4.71
4974,frog,5.84,4.07,5.5
4975,froggy,5.71,3.36,4.78
4976,frolic,6.05,4.17,6.05
4977,frontal,5.95,4.09,6
4978,frontier,6.53,3.95,4.32
4979,frostbite,2.1,7.05,4
4980,frosted,6.6,3.92,5
4981,frosting,7.33,4.4,5.73
4982,frosty,6.15,4.61,5
4983,frown,3.35,3.61,4.95
4984,fruit,7,4.09,6.12
4985,fruit punch,6.95,4.75,5
4986,fruitcake,5.29,3.43,5.42
4987,fruitful,7.11,4.14,6.91
4988,fruitless,2.95,3.25,3.59
4989,fruity,6.71,5.26,6
4990,frustrated,2.55,5.4,3.85
4991,frustrating,2.57,5.48,3.72
4992,frustration,2.45,5.94,3.27
4993,fry,5.95,5,6.44
4994,fryer,4.89,4.3,5.39
4995,fuchsia,5.14,3.78,5.72
4996,fuck,5.23,7.14,5.47
4997,fucker,3.52,6.32,4.33
4998,fucking,5.09,6.86,4.94
4999,fudge,7.62,4.91,5.86
5000,fuel,4.1,3.96,6.21
5001,fugitive,2.74,5.26,4
5002,fulfill,7.33,3.67,6.2
5003,fulfillment,6.37,5.56,5.82
5004,full,6,3.48,6.06
5005,fullback,4.62,4.19,5.2
5006,fullness,6.19,3.2,6.27
5007,fumble,3.7,5,4.67
5008,fun,8.37,6.32,7.04
5009,function,5.55,4.1,6.18
5010,functional,5.58,3.85,5.26
5011,fund,6.55,4.59,6.05
5012,fundamental,4.95,3.56,5.33
5013,fundamentalist,4.47,4.14,4.36
5014,funding,5.45,3.95,4.73
5015,fundraiser,5.68,4.29,5.27
5016,fundraising,5.63,4.85,6.86
5017,funeral,2.07,4.1,3.06
5018,fungus,2.79,4.67,3.61
5019,funk,3.2,4.52,4.68
5020,funky,5.85,4.9,5.4
5021,funnel,5.32,2.95,4.35
5022,funny,7.59,5.38,6.33
5023,fur,5.65,3.64,6.11
5024,furious,2.57,6.09,3.89
5025,furlong,4.58,3.72,5.71
5026,furlough,4.95,3.35,5.16
5027,furnace,5.11,3.24,4.82
5028,furnish,5.65,3.86,6.41
5029,furnishings,6.25,3.22,6.43
5030,furniture,5.79,3.05,5.43
5031,furry,6.63,3.7,5.26
5032,fury,2.73,6.12,4.62
5033,fuse,5.05,3.77,5.81
5034,fuselage,4.5,3.06,5.04
5035,fusion,5.6,5,4.83
5036,fuss,3.32,4.77,3.5
5037,fussy,2.71,3.61,3.83
5038,futile,3.82,4.71,3.23
5039,futility,3.8,4.45,3.7
5040,futon,5.52,2.82,4.93
5041,future,6.68,5.33,5.53
5042,fuzz,4.64,3.9,5.41
5043,fuzzy,6.53,3.95,4.29
5044,gab,5.2,3.78,4.04
5045,gad,5.15,3.15,5.04
5046,gadget,5.74,3.86,5.36
5047,gaff,3.89,3.9,4.4
5048,gag,4.43,3.59,3.81
5049,gaga,4.58,5.8,4.58
5050,gaggle,5.16,3.95,5.7
5051,gaiety,5.52,4.61,4.27
5052,gain,5.9,4.33,6.82
5053,gal,5.27,4.43,5.53
5054,gala,6.16,4.67,5.95
5055,galactic,7,5.8,4.77
5056,galaxy,5.95,5.61,4.76
5057,gall,4.3,3.5,4.85
5058,gallant,6.38,5.55,5.42
5059,gallbladder,4.35,2.75,3.64
5060,gallery,6.9,3.32,5.68
5061,galley,4.56,3.71,4.79
5062,gallon,5.67,3.4,5.32
5063,gallop,6.21,4.41,4.86
5064,gallows,3.05,5.05,4.48
5065,galore,5.95,3.86,6.04
5066,gamble,4.81,5.32,3.74
5067,gambler,4.15,5.8,4.44
5068,gambling,2.89,5.91,4.11
5069,game,6.79,5.05,5.84
5070,gaming,5.67,5.23,6.29
5071,gamma,6.25,4.8,4.86
5072,gander,5.55,2.86,5.33
5073,gang,2.71,6.55,5.37
5074,gangland,3.24,4.26,3.83
5075,gangrene,2.5,5.38,3.12
5076,gangster,2.59,6.36,4.16
5077,gangway,4.5,4.28,5.12
5078,gap,4.91,3.6,4.71
5079,gaping,4.52,5.84,4.94
5080,garage,5.5,4.1,6.11
5081,garbage,2.88,3.84,5.15
5082,garbled,4,3.72,4.45
5083,garden,7.25,3.71,6.13
5084,gardener,6.35,2.95,6.77
5085,gardening,6.86,3.2,6.32
5086,gargle,5.1,3.48,6.61
5087,gargoyle,3.95,4.38,4.56
5088,garlic,5.67,4.12,6.62
5089,garment,5.57,3.5,5.84
5090,garnet,6.11,4.24,5.3
5091,garnish,5.85,3.7,5.33
5092,garrison,4.67,4.04,4.55
5093,garter,5.47,4.35,5.14
5094,gas,4.06,4.4,4.17
5095,gash,3.89,4.9,3.9
5096,gasket,4.45,3.42,5
